color,price,log_price
H,555,6.318968113746434
H,555,6.318968113746434
I,555,6.318968113746434
I,555,6.318968113746434
F,555,6.318968113746434
E,555,6.318968113746434
F,556,6.320768294250582
I,556,6.320768294250582
E,556,6.320768294250582
F,2812,7.941651252930556
F,2812,7.941651252930556
D,2812,7.941651252930556
E,2812,7.941651252930556
F,2812,7.941651252930556
E,2813,7.9420068084898565
I,2813,7.9420068084898565
E,2814,7.942362237674335
E,2814,7.942362237674335
E,2814,7.942362237674335
D,2815,7.942717540573791
F,2815,7.942717540573791
H,2815,7.942717540573791
H,2815,7.942717540573791
H,2815,7.942717540573791
H,2815,7.942717540573791
F,2815,7.942717540573791
H,2815,7.942717540573791
E,2815,7.942717540573791
E,2815,7.942717540573791
I,2816,7.943072717277933
D,2816,7.943072717277933
F,2816,7.943072717277933
H,2816,7.943072717277933
H,2816,7.943072717277933
E,2817,7.943427767876373
I,2817,7.943427767876373
E,2817,7.943427767876373
E,2817,7.943427767876373
F,2817,7.943427767876373
E,2817,7.943427767876373
E,2817,7.943427767876373
E,2817,7.943427767876373
E,2817,7.943427767876373
E,2817,7.943427767876373
E,2818,7.943782692458625
E,2818,7.943782692458625
E,2818,7.943782692458625
H,2818,7.943782692458625
F,2818,7.943782692458625
H,2818,7.943782692458625
E,2818,7.943782692458625
E,2818,7.943782692458625
F,2818,7.943782692458625
E,2818,7.943782692458625
H,2818,7.943782692458625
H,2819,7.9441374911141125
F,2819,7.9441374911141125
F,2819,7.9441374911141125
E,2821,7.944846711001996
E,2821,7.944846711001996
E,2821,7.944846711001996
E,2821,7.944846711001996
E,2821,7.944846711001996
E,2821,7.944846711001996
E,2821,7.944846711001996
D,2821,7.944846711001996
E,2821,7.944846711001996
E,2822,7.945201132412759
E,2822,7.945201132412759
E,2822,7.945201132412759
E,2822,7.945201132412759
E,2822,7.945201132412759
F,2822,7.945201132412759
I,2822,7.945201132412759
F,2822,7.945201132412759
D,2822,7.945201132412759
D,2822,7.945201132412759
D,2822,7.945201132412759
D,2822,7.945201132412759
D,2822,7.945201132412759
E,2822,7.945201132412759
E,2822,7.945201132412759
D,2822,7.945201132412759
E,2822,7.945201132412759
D,2822,7.945201132412759
D,2822,7.945201132412759
E,2822,7.945201132412759
F,2822,7.945201132412759
D,2822,7.945201132412759
D,2823,7.945555428253489
I,2823,7.945555428253489
E,2823,7.945555428253489
E,2823,7.945555428253489
H,2823,7.945555428253489
E,2823,7.945555428253489
D,2824,7.945909598613133
I,2824,7.945909598613133
E,2824,7.945909598613133
F,2824,7.945909598613133
E,2824,7.945909598613133
H,2825,7.946263643580541
H,2825,7.946263643580541
H,2825,7.946263643580541
E,2826,7.946617563244473
E,2826,7.946617563244473
I,2826,7.946617563244473
E,2826,7.946617563244473
D,2826,7.946617563244473
E,2826,7.946617563244473
I,2826,7.946617563244473
F,2826,7.946617563244473
F,2826,7.946617563244473
D,2827,7.946971357693591
D,2827,7.946971357693591
H,2827,7.946971357693591
H,2827,7.946971357693591
H,2827,7.946971357693591
D,2828,7.947325027016463
H,2828,7.947325027016463
F,2829,7.947678571301568
E,2829,7.947678571301568
E,2829,7.947678571301568
F,2829,7.947678571301568
E,2829,7.947678571301568
E,2829,7.947678571301568
E,2830,7.948031990637284
H,2830,7.948031990637284
F,2830,7.948031990637284
F,2830,7.948031990637284
F,2830,7.948031990637284
I,2830,7.948031990637284
E,2831,7.9483852851118995
E,2831,7.9483852851118995
E,2831,7.9483852851118995
E,2831,7.9483852851118995
F,2832,7.94873845481361
I,2832,7.94873845481361
H,2832,7.94873845481361
F,2832,7.94873845481361
I,2833,7.949091499830517
E,2833,7.949091499830517
D,2833,7.949091499830517
D,2833,7.949091499830517
F,2833,7.949091499830517
H,2833,7.949091499830517
F,2833,7.949091499830517
H,2834,7.949444420250626
D,2834,7.949444420250626
F,2834,7.949444420250626
I,2834,7.949444420250626
E,2834,7.949444420250626
F,2835,7.949797216161852
F,2835,7.949797216161852
E,2835,7.949797216161852
E,2835,7.949797216161852
E,2835,7.949797216161852
F,2835,7.949797216161852
H,2836,7.950149887652018
E,2836,7.950149887652018
E,2837,7.950502434808851
E,2837,7.950502434808851
F,2838,7.950854857719988
H,2838,7.950854857719988
F,2838,7.950854857719988
F,2838,7.950854857719988
F,2838,7.950854857719988
F,2838,7.950854857719988
F,2838,7.950854857719988
E,2838,7.950854857719988
F,2838,7.950854857719988
F,2838,7.950854857719988
E,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
E,2839,7.951207156472972
F,2839,7.951207156472972
F,2839,7.951207156472972
H,2840,7.951559331155252
F,2840,7.951559331155252
F,2840,7.951559331155252
F,2840,7.951559331155252
D,2840,7.951559331155252
F,2840,7.951559331155252
H,2840,7.951559331155252
F,2841,7.951911381854188
D,2841,7.951911381854188
D,2841,7.951911381854188
F,2841,7.951911381854188
F,2841,7.951911381854188
F,2841,7.951911381854188
F,2841,7.951911381854188
F,2841,7.951911381854188
D,2841,7.951911381854188
F,2841,7.951911381854188
I,2842,7.952263308657046
F,2842,7.952263308657046
E,2843,7.952615111651
E,2843,7.952615111651
E,2843,7.952615111651
F,2843,7.952615111651
D,2843,7.952615111651
F,2843,7.952615111651
E,2843,7.952615111651
F,2843,7.952615111651
E,2844,7.952966790923131
E,2844,7.952966790923131
I,2844,7.952966790923131
I,2844,7.952966790923131
H,2844,7.952966790923131
E,2845,7.953318346560431
E,2845,7.953318346560431
H,2845,7.953318346560431
H,2845,7.953318346560431
D,2846,7.953669778649798
F,2846,7.953669778649798
H,2846,7.953669778649798
H,2846,7.953669778649798
H,2846,7.953669778649798
E,2846,7.953669778649798
E,2846,7.953669778649798
F,2846,7.953669778649798
E,2846,7.953669778649798
H,2847,7.954021087278037
E,2847,7.954021087278037
D,2847,7.954021087278037
D,2848,7.954372272531867
D,2848,7.954372272531867
E,2849,7.954723334497908
E,2849,7.954723334497908
E,2850,7.955074273262696
F,2850,7.955074273262696
H,2850,7.955074273262696
F,2851,7.955425088912672
D,2851,7.955425088912672
F,2851,7.955425088912672
H,2851,7.955425088912672
F,2851,7.955425088912672
E,2852,7.955775781534187
I,2852,7.955775781534187
E,2852,7.955775781534187
I,2852,7.955775781534187
F,2853,7.9561263512135
D,2853,7.9561263512135
D,2853,7.9561263512135
E,2853,7.9561263512135
I,2853,7.9561263512135
H,2854,7.956476798036782
E,2854,7.956476798036782
H,2854,7.956476798036782
E,2854,7.956476798036782
H,2854,7.956476798036782
E,2854,7.956476798036782
F,2854,7.956476798036782
F,2855,7.956827122090111
D,2855,7.956827122090111
E,2855,7.956827122090111
I,2856,7.957177323459475
H,2856,7.957177323459475
F,2856,7.957177323459475
F,2856,7.957177323459475
I,2856,7.957177323459475
E,556,6.320768294250582
E,556,6.320768294250582
H,556,6.320768294250582
E,556,6.320768294250582
E,556,6.320768294250582
E,556,6.320768294250582
E,556,6.320768294250582
E,556,6.320768294250582
I,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
H,557,6.322565239927284
H,557,6.322565239927284
F,557,6.322565239927284
F,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
I,557,6.322565239927284
H,2856,7.957177323459475
F,2856,7.957177323459475
F,2856,7.957177323459475
E,2857,7.957527402230773
E,2857,7.957527402230773
I,2857,7.957527402230773
E,2857,7.957527402230773
F,2858,7.957877358489813
F,2858,7.957877358489813
E,2858,7.957877358489813
E,2858,7.957877358489813
E,2858,7.957877358489813
E,2858,7.957877358489813
E,2858,7.957877358489813
D,2858,7.957877358489813
D,2858,7.957877358489813
E,2858,7.957877358489813
D,2858,7.957877358489813
D,2859,7.958227192322312
D,2859,7.958227192322312
F,2859,7.958227192322312
D,2859,7.958227192322312
F,2859,7.958227192322312
E,2859,7.958227192322312
F,2860,7.958576903813898
E,2860,7.958576903813898
D,2860,7.958576903813898
F,2860,7.958576903813898
D,2861,7.95892649305011
I,2861,7.95892649305011
F,2861,7.95892649305011
E,2861,7.95892649305011
D,2861,7.95892649305011
D,2862,7.959275960116396
F,2862,7.959275960116396
D,2862,7.959275960116396
F,2862,7.959275960116396
F,2862,7.959275960116396
H,2862,7.959275960116396
E,2862,7.959275960116396
H,2862,7.959275960116396
E,2862,7.959275960116396
E,2862,7.959275960116396
E,2862,7.959275960116396
E,2862,7.959275960116396
I,2863,7.959625305098115
D,2863,7.959625305098115
F,2863,7.959625305098115
D,2863,7.959625305098115
D,2863,7.959625305098115
D,2863,7.959625305098115
D,2863,7.959625305098115
D,2863,7.959625305098115
D,2863,7.959625305098115
H,2863,7.959625305098115
E,2863,7.959625305098115
F,2863,7.959625305098115
E,2863,7.959625305098115
E,2863,7.959625305098115
E,2864,7.9599745280805365
I,2865,7.9603236291488395
D,2865,7.9603236291488395
D,2866,7.960672608388117
D,2866,7.960672608388117
E,2866,7.960672608388117
H,2866,7.960672608388117
I,2866,7.960672608388117
H,2867,7.96102146588337
D,2867,7.96102146588337
H,2867,7.96102146588337
H,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
F,2867,7.96102146588337
I,2868,7.961370201719511
E,2868,7.961370201719511
E,2868,7.961370201719511
D,2869,7.9617188159813645
E,2869,7.9617188159813645
H,2869,7.9617188159813645
F,2870,7.962067308753666
E,2870,7.962067308753666
E,2870,7.962067308753666
H,2870,7.962067308753666
F,2870,7.962067308753666
H,2870,7.962067308753666
E,2870,7.962067308753666
I,2870,7.962067308753666
E,2871,7.962415680121064
E,2871,7.962415680121064
I,2871,7.962415680121064
D,2872,7.962763930168115
D,2872,7.962763930168115
I,2872,7.962763930168115
D,2872,7.962763930168115
E,2872,7.962763930168115
D,2872,7.962763930168115
D,2872,7.962763930168115
D,2872,7.962763930168115
E,2872,7.962763930168115
E,2872,7.962763930168115
F,2873,7.96311205897929
E,2873,7.96311205897929
E,2873,7.96311205897929
I,2873,7.96311205897929
H,2873,7.96311205897929
I,2873,7.96311205897929
I,2873,7.96311205897929
I,2873,7.96311205897929
F,2874,7.96346006663897
D,2874,7.96346006663897
F,2874,7.96346006663897
F,2874,7.96346006663897
F,2874,7.96346006663897
F,2874,7.96346006663897
F,2874,7.96346006663897
H,2875,7.963807953231451
H,2875,7.963807953231451
I,2875,7.963807953231451
H,2875,7.963807953231451
E,2876,7.964155718840937
E,2876,7.964155718840937
H,2877,7.964503363551548
E,2877,7.964503363551548
H,2877,7.964503363551548
F,2877,7.964503363551548
F,2878,7.964850887447313
F,2878,7.964850887447313
D,2878,7.964850887447313
I,2878,7.964850887447313
F,2878,7.964850887447313
F,2879,7.965198290612176
E,2879,7.965198290612176
F,2879,7.965198290612176
F,2879,7.965198290612176
F,2879,7.965198290612176
F,2879,7.965198290612176
D,2880,7.965545573129992
H,2881,7.9658927350845286
E,2881,7.9658927350845286
H,2881,7.9658927350845286
H,2882,7.966239776559467
F,2882,7.966239776559467
F,2882,7.966239776559467
F,2882,7.966239776559467
F,2882,7.966239776559467
D,2883,7.9665866976384025
H,2883,7.9665866976384025
H,2883,7.9665866976384025
I,2884,7.96693349840484
F,2885,7.9672801789422
I,2885,7.9672801789422
D,2885,7.9672801789422
E,2885,7.9672801789422
D,2885,7.9672801789422
E,2886,7.9676267393338165
E,2886,7.9676267393338165
D,2887,7.967973179662935
E,2887,7.967973179662935
I,2888,7.968319500012717
E,2889,7.968665700466235
F,2889,7.968665700466235
H,2889,7.968665700466235
F,2889,7.968665700466235
E,2889,7.968665700466235
E,2889,7.968665700466235
F,2889,7.968665700466235
F,2889,7.968665700466235
E,2889,7.968665700466235
F,2890,7.969011781106478
F,2890,7.969011781106478
F,2890,7.969011781106478
F,2890,7.969011781106478
E,2891,7.969357742016346
F,2891,7.969357742016346
E,2891,7.969357742016346
E,2891,7.969357742016346
D,2891,7.969357742016346
D,2891,7.969357742016346
H,2892,7.969703583278656
H,2892,7.969703583278656
F,2893,7.970049304976135
F,2893,7.970049304976135
H,2893,7.970049304976135
E,2894,7.970394907191429
F,2894,7.970394907191429
F,2895,7.970740390007095
F,2896,7.971085753505607
D,2896,7.971085753505607
E,2896,7.971085753505607
D,2896,7.971085753505607
E,2896,7.971085753505607
I,2896,7.971085753505607
I,2896,7.971085753505607
D,2897,7.9714309977693505
E,2897,7.9714309977693505
D,2897,7.9714309977693505
E,2897,7.9714309977693505
F,2897,7.9714309977693505
D,2897,7.9714309977693505
D,2898,7.971776122880628
D,2898,7.971776122880628
H,2898,7.971776122880628
F,2900,7.9724660159745655
D,2900,7.9724660159745655
F,2901,7.972810784121404
E,2901,7.972810784121404
E,2901,7.972810784121404
E,2901,7.972810784121404
E,2902,7.973155433444133
E,2902,7.973155433444133
E,2902,7.973155433444133
E,2902,7.973155433444133
D,2903,7.97349996402463
D,2903,7.97349996402463
D,2903,7.97349996402463
D,2903,7.97349996402463
E,2903,7.97349996402463
F,2904,7.973844375944687
D,2904,7.973844375944687
E,2904,7.973844375944687
E,2904,7.973844375944687
I,2905,7.974188669286011
D,2905,7.974188669286011
I,2905,7.974188669286011
D,2906,7.974532844130228
I,2906,7.974532844130228
E,2906,7.974532844130228
E,2907,7.9748769005588755
E,2907,7.9748769005588755
E,2907,7.9748769005588755
H,2907,7.9748769005588755
F,2907,7.9748769005588755
F,2907,7.9748769005588755
E,2907,7.9748769005588755
H,558,6.324358962381311
D,558,6.324358962381311
F,558,6.324358962381311
F,558,6.324358962381311
E,558,6.324358962381311
E,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
E,558,6.324358962381311
E,558,6.324358962381311
E,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
I,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
H,558,6.324358962381311
E,558,6.324358962381311
H,2908,7.97522083865341
I,2908,7.97522083865341
D,2909,7.975564658495202
D,2909,7.975564658495202
H,2909,7.975564658495202
H,2909,7.975564658495202
I,2909,7.975564658495202
D,2910,7.975908360165538
I,2911,7.976251943745623
E,2911,7.976251943745623
F,2911,7.976251943745623
E,2912,7.976595409316577
E,2912,7.976595409316577
E,2912,7.976595409316577
E,2912,7.976595409316577
H,2912,7.976595409316577
I,2912,7.976595409316577
H,2912,7.976595409316577
D,2913,7.976938756959434
D,2913,7.976938756959434
D,2913,7.976938756959434
D,2913,7.976938756959434
D,2913,7.976938756959434
D,2913,7.976938756959434
I,2913,7.976938756959434
E,2913,7.976938756959434
F,2914,7.97728198675515
E,2914,7.97728198675515
I,2915,7.977625098784593
F,2915,7.977625098784593
H,2916,7.977968093128549
I,2917,7.978310969867722
F,2917,7.978310969867722
E,2917,7.978310969867722
F,2917,7.978310969867722
F,2918,7.978653729082731
H,2918,7.978653729082731
H,2918,7.978653729082731
I,2918,7.978653729082731
D,2918,7.978653729082731
H,2919,7.978996370854115
F,2919,7.978996370854115
H,2919,7.978996370854115
E,2920,7.979338895262328
F,2920,7.979338895262328
F,2920,7.979338895262328
F,2920,7.979338895262328
H,2921,7.979681302387741
E,2921,7.979681302387741
E,2921,7.979681302387741
D,2921,7.979681302387741
F,2921,7.979681302387741
I,2921,7.979681302387741
E,2922,7.980023592310645
E,2922,7.980023592310645
F,2922,7.980023592310645
F,2922,7.980023592310645
D,2922,7.980023592310645
E,2923,7.980365765111246
E,2923,7.980365765111246
E,2923,7.980365765111246
E,2923,7.980365765111246
E,2923,7.980365765111246
H,2923,7.980365765111246
E,2923,7.980365765111246
D,2923,7.980365765111246
F,2923,7.980365765111246
E,2923,7.980365765111246
I,2923,7.980365765111246
I,2924,7.980707820869669
D,2925,7.981049759665957
F,2925,7.981049759665957
E,2925,7.981049759665957
I,2925,7.981049759665957
I,2925,7.981049759665957
I,2925,7.981049759665957
D,2926,7.98139158158007
F,2926,7.98139158158007
F,2926,7.98139158158007
H,2927,7.9817332866918855
I,2927,7.9817332866918855
H,2927,7.9817332866918855
F,2928,7.982074875081202
D,2928,7.982074875081202
E,2929,7.982416346827733
E,2929,7.982416346827733
E,2930,7.982757702011113
E,2930,7.982757702011113
E,2930,7.982757702011113
F,2930,7.982757702011113
E,2930,7.982757702011113
E,2930,7.982757702011113
F,2931,7.983098940710892
F,2931,7.983098940710892
F,2932,7.983440063006542
F,2932,7.983440063006542
D,2933,7.983781068977451
F,2933,7.983781068977451
F,2933,7.983781068977451
D,2933,7.983781068977451
H,2934,7.984121958702927
D,2934,7.984121958702927
H,2935,7.984462732262196
I,2935,7.984462732262196
H,2935,7.984462732262196
H,2936,7.984803389734406
F,2936,7.984803389734406
D,2936,7.984803389734406
E,2937,7.98514393119862
E,2937,7.98514393119862
H,2938,7.9854843567338225
H,2938,7.9854843567338225
E,2938,7.9854843567338225
F,2939,7.985824666418917
F,2939,7.985824666418917
D,2939,7.985824666418917
E,2939,7.985824666418917
F,2939,7.985824666418917
E,2939,7.985824666418917
E,2939,7.985824666418917
I,2939,7.985824666418917
H,2939,7.985824666418917
F,2940,7.986164860332727
F,2940,7.986164860332727
F,2940,7.986164860332727
E,2940,7.986164860332727
H,2940,7.986164860332727
E,2940,7.986164860332727
E,2940,7.986164860332727
E,2941,7.9865049385539955
F,2941,7.9865049385539955
F,2942,7.9868449011613825
F,2942,7.9868449011613825
F,2942,7.9868449011613825
D,2942,7.9868449011613825
D,2943,7.987184748233473
F,2943,7.987184748233473
H,2944,7.987524479848767
D,2945,7.987864096085687
H,2945,7.987864096085687
D,2945,7.987864096085687
E,2946,7.988203597022576
E,2946,7.988203597022576
H,2946,7.988203597022576
H,2946,7.988203597022576
I,2946,7.988203597022576
E,2946,7.988203597022576
H,2947,7.988542982737695
E,2947,7.988542982737695
H,2947,7.988542982737695
D,2947,7.988542982737695
H,2947,7.988542982737695
H,2947,7.988542982737695
I,2947,7.988542982737695
I,2947,7.988542982737695
D,2947,7.988542982737695
H,2947,7.988542982737695
I,2947,7.988542982737695
E,2948,7.988882253309227
I,2948,7.988882253309227
I,2948,7.988882253309227
I,2948,7.988882253309227
I,2948,7.988882253309227
E,2948,7.988882253309227
E,2949,7.989221408815276
E,2949,7.989221408815276
D,2949,7.989221408815276
H,2949,7.989221408815276
I,2950,7.989560449333865
D,2950,7.989560449333865
F,2951,7.989899374942939
D,2951,7.989899374942939
H,2951,7.989899374942939
F,2951,7.989899374942939
E,2951,7.989899374942939
E,2952,7.990238185720363
E,2952,7.990238185720363
E,2952,7.990238185720363
E,2952,7.990238185720363
E,2952,7.990238185720363
E,2952,7.990238185720363
E,2952,7.990238185720363
I,2952,7.990238185720363
E,2952,7.990238185720363
H,2953,7.990576881743923
F,2953,7.990576881743923
F,2953,7.990576881743923
E,2954,7.9909154630913255
D,2954,7.9909154630913255
E,2954,7.9909154630913255
D,2954,7.9909154630913255
D,2954,7.9909154630913255
D,2954,7.9909154630913255
I,2955,7.991253929840199
F,2956,7.991592282068092
H,2956,7.991592282068092
H,2956,7.991592282068092
I,2956,7.991592282068092
F,2956,7.991592282068092
F,2956,7.991592282068092
