TV,Radio,Social_Media,Sales
91,40.10852728,7.236170474,326.3817124
83,34.28141179,8.697487404,300.7305325
72,23.92269582,3.373809656,255.1551652
47,24.16913194,2.087910259,161.7170871
10,3.455868379,2.400118071,39.62567824
49,10.06762616,1.729667405,169.0081129
14,5.197856187,0.413965989,50.98848158
20,10.75005058,2.442173814,70.47172273
17,10.44745162,3.356106421,58.59009126
68,29.8927411,6.096743741,237.7721637
91,25.04555745,6.109369688,322.1004964
52,17.11323977,2.638642418,181.0796122
41,3.921540021,2.527850591,145.9192
65,11.65648785,0.358471532,228.5646491
82,31.60769079,3.952448108,288.9822393
14,18.64944183,4.529927084,49.81567405
84,31.26640836,8.080731556,299.099052
99,30.14056912,6.546158024,351.3598902
15,2.234293408,1.07771826,55.00971238
64,24.69852188,6.741382758,223.0991462
70,15.2477262,4.587703384,247.1394014
77,26.82235002,5.514187222,274.7071
81,20.39194685,3.212250256,289.1757587
46,17.79013454,4.117631989,168.0365387
,6.48229344,0.866844994,91.17721555
56,25.27608704,3.239265214,198.3215216
98,33.05515873,6.063457718,349.7452965
47,18.2339617,0.827545346,166.1372196
18,8.808702773,2.414186295,59.28931563
77,22.9553127,2.642504816,272.6321364
22,6.041725794,2.136632357,77.41731834
99,37.7178052,3.590086383,349.4239745
36,9.096779889,3.81883449,127.0926738
12,1.648197979,1.30572513,43.06509252
94,47.11629339,9.322957802,336.5934202
97,39.23230636,3.698661076,345.3131637
44,16.91203429,4.034660177,154.2065565
86,31.52189727,6.398283645,304.7437748
93,33.05945096,5.78929841,335.2090696
30,10.64510759,1.915517115,104.1809671
32,0.758066665,2.359200238,112.269694
29,2.172596338,4.208324504,103.6348659
72,25.40659637,3.215455403,262.4011715
14,8.001265854,4.18783431,51.44298395
95,38.41522497,7.673636553,336.7606331
20,3.934783488,0.328469804,72.62590273
49,24.35904434,3.797367287,174.1981389
29,11.21368878,0.55883658,98.99963768
,7.635819371,1.554145839,56.18672988
39,13.18725635,2.766352269,140.4152859
87,33.70789822,3.327272719,309.3616681
38,9.437711713,4.377587812,133.5654887
43,9.726736048,0.337998227,152.2546677
30,8.421994731,3.279480595,112.3081088
93,19.95638677,2.261406312,333.5791129
86,25.26070742,6.765663894,307.6190894
63,26.03598627,3.290816886,225.4862319
93,28.03820883,2.924281836,333.9664321
94,32.14620508,4.61092529,334.6459156
63,21.84654391,2.64241023,222.4683071
30,17.46901907,4.337634178,105.1853123
18,7.291955516,2.317959067,62.31766345
24,3.426021221,0.00317676,86.11553566
56,14.88018119,2.367556821,197.225133
40,17.42884965,3.306706147,143.8359148
74,29.56295098,2.060719698,263.105633
52,14.56589504,1.9982184,182.9860143
74,20.22086793,4.540904518,267.7373384
,30.47048529,6.806918967,336.8186903
70,15.3541893,1.049369556,250.7513879
99,33.87824351,8.091610987,356.5821434
42,15.21523612,1.501445964,145.2164746
85,31.79693826,2.16250238,303.397391
38,8.872274678,1.605213404,132.3443679
30,15.43267247,3.9865702,104.5039262
49,21.03218038,5.087016957,174.5641128
27,6.447508155,1.415638249,96.43343282
30,4.561312156,1.652759623,104.1503565
100,36.57380821,5.273156173,354.7973747
21,1.380311071,5.286680958,80.94072509
38,18.90360911,4.889993447,131.1015188
39,9.722746017,0.903060425,135.5443199
14,4.828279786,0.28603859,49.18778559
40,18.378401,1.320080106,141.3801238
33,17.44947546,0.887761603,119.3308074
88,26.00963987,1.495600762,321.0466894
67,28.48182095,1.520803886,240.4027581
65,20.06155575,3.529274197,226.9989318
95,30.73728576,8.980234377,341.4281402
95,36.42230623,9.997472195,335.3014311
,9.164463979,1.096681429,65.25918923
77,31.6532001,7.776978403,273.9603772
70,21.43851856,5.708104984,249.3019048
34,16.19365273,0.792203039,117.0546557
59,13.45217597,1.50308216,208.7495053
30,12.1555835,0.932529328,106.0995933
68,22.38968684,1.506105779,243.0816632
43,8.573864534,3.298362157,156.9537519
18,8.477135293,0.608817354,61.70848657
84,33.9556193,4.479871088,299.3466037
61,28.38518716,6.157704568,222.4507601
24,11.88643795,1.558209074,82.54907175
41,8.715248318,0.181466489,144.5920869
67,18.30464111,4.895171905,234.021177
51,24.00692574,4.152022007,183.3277351
100,36.73413489,7.359714283,354.1039697
44,18.94795499,2.229813818,160.5796388
10,0.758569411,0.527880863,35.54799802
21,1.397371107,1.444591132,77.54794767
32,5.471955572,0.672964457,110.3748636
98,31.36391464,5.657550436,351.4266721
39,4.856123013,0.874163256,131.0772545
,38.1184237,6.676611421,328.5551842
40,19.63906306,0.795725948,146.1456862
44,19.01537456,6.543306951,153.5822256
49,24.87104934,5.036281432,174.9861639
78,30.11726533,3.357794085,278.955153
49,20.42365468,4.346777364,178.3746767
55,22.37478299,5.066577857,197.0111372
73,22.86737608,0.968984226,261.0908818
58,17.39877506,4.007447145,204.099035
82,23.43478708,5.914866129,288.0207452
27,10.33353047,1.130122514,97.61236339
94,29.34460985,3.436481014,336.3726161
69,23.29045109,5.671686076,245.979961
94,37.09705521,7.596290451,334.643793
70,23.80856837,3.766603039,246.4947988
88,27.46149343,1.524062069,312.1429635
64,23.08148805,3.056298128,219.5681841
39,11.78254265,2.956726836,138.3753078
99,37.73241144,7.72405273,349.0483366
81,26.42542193,,288.649441
,1.287060452,0.396178735,56.54529263
25,0.413849392,,92.35709194
94,30.49815694,8.823311925,331.4840935
73,25.34020889,,258.3589687
36,8.840112507,0.962941668,125.3870645
78,26.40676494,2.475101624,271.0264376
89,29.68238385,,320.2643973
44,6.313173395,1.310027864,152.8312537
79,27.88320654,7.467941688,282.7480985
41,13.14265735,,142.6268646
26,15.26673306,2.205879856,88.96782897
17,8.197932469,2.119872253,63.25378214
34,12.66039824,,117.1141409
13,8.077501591,0.013230147,48.30375112
98,,6.399729574,345.9528384
12,3.556576557,0.360014914,37.24327179
11,3.785254654,1.569644569,45.55251127
89,,4.535458014,316.7256236
39,13.22123736,3.660566126,135.7731514
86,27.14817277,4.409399375,308.3930492
22,,4.132525561,78.03149813
76,26.19267329,4.127600897,269.6030059
33,13.36586735,0.012138363,116.2374967
12,,1.230026167,50.00921016
83,28.40915338,4.085216067,292.857168
77,25.59837924,5.514786646,
37,10.25291621,0.86532872,135.5300789
,17.00707465,5.199634828,208.8163817
92,16.70376892,1.888403291,325.5137107
100,32.920194,9.904286084,357.1245732
94,30.37270595,5.94611293,334.0892379
100,36.46675337,5.635992458,
27,3.438824491,0.749518789,97.50795879
53,19.04450325,2.715095722,191.6180402
73,28.4645976,5.545684409,256.4252258
78,26.39407008,3.83736988,279.5906387
59,25.68728652,6.903109247,209.8956538
44,15.72633981,5.470316628,159.6309441
74,24.22063365,0.285897607,
82,33.67469531,8.243045066,290.0198478
47,14.16232438,4.388114516,170.1261872
22,3.598474281,4.325620528,78.81257166
78,24.89028294,3.531093274,277.0940713
19,8.726782674,0.49783849,
15,9.809647258,2.175099221,51.15173712
78,36.13477932,6.812528936,275.8154126
63,19.10204333,4.773049696,225.791715
45,12.22739961,1.306053839,162.3039063
22,6.809751696,0.011450525,
31,8.843924649,0.104810858,111.1277488
23,2.201752448,0.376547887,80.45443519
19,4.894410734,0.147196027,69.99070666
40,11.90789251,1.958036191,138.6769979
27,1.384415461,2.39812919,
35,5.392624287,0.020639976,118.5011567
63,20.77468172,6.259153285,229.0903237
78,23.80959139,1.915047092,276.9190626
91,22.27671374,3.290079821,322.6677652
44,16.60931402,5.15906663,157.490072
16,12.25135762,1.463118167,56.81533661
40,12.7084063,5.838251913,139.792394
60,21.43888957,3.147751404,212.1691189
49,16.31903668,0.463311511,177.5025509
71,26.02394936,3.116428483,253.9861099
59,21.27291211,3.385121455,215.9054823
92,33.29585958,1.229454172,327.6536439
60,19.01558716,5.895165277,214.4576138
28,10.93200857,1.867646115,97.20055286
29,9.197032332,3.246667727,99.10933661
97,31.70701011,4.365166691,347.1547599
11,9.398839224,3.206508472,41.35123045
49,13.76198317,2.502653025,173.1550912
38,4.338843042,0.028073247,139.8343646
18,12.38447814,1.637157501,65.125304
42,10.01903472,0.191093711,152.9496029
76,32.31926372,6.494517858,270.6378511
86,29.91962703,6.312902998,303.6096465
70,30.47388738,5.704360367,248.0514829
69,24.36246064,5.463176008,239.7328932
47,14.59516994,0.573235814,162.1479537
46,17.87483166,3.918941935,167.5332259
98,33.5556744,5.401715328,343.7047069
63,18.31721305,5.106410106,222.4538087
66,15.81007671,0.495169721,229.5582512
76,21.43025018,3.608351353,269.0373261
12,12.84827976,2.810375342,42.65152205
75,38.27143199,8.586450249,263.5238127
85,25.24181707,5.969538042,296.2485996
12,3.188668313,0.276135877,46.84859882
90,33.5117751,4.663526779,322.4697556
88,35.4551909,4.091396616,312.3107698
35,18.81472652,3.041468747,123.9521411
89,26.11806108,4.020019107,320.5882954
54,22.45001505,3.389499568,188.8286445
16,1.095054697,1.784711655,55.33417257
98,32.07909439,4.158338824,342.6522282
23,7.989787362,0.508955059,84.70733843
93,33.74742661,2.79805324,333.0773697
52,17.45288044,3.909853584,188.1163762
27,8.301393097,0.297735659,98.16192205
13,5.358821718,3.103557138,47.50814092
83,21.93601248,4.436259637,294.4933353
66,21.57823348,8.87423765,231.9942926
19,7.789507227,4.06782199,62.0795245
85,23.77346122,4.542661031,304.9042152
63,19.71906624,5.481915242,220.7061299
62,25.07908112,5.066101233,225.469526
45,15.53732896,0.125813206,157.6872981
23,6.621635323,0.113631173,79.93998662
50,11.36398701,2.32129586,185.3102927
60,19.49995648,4.912336165,216.2681567
25,13.00455149,5.277124394,91.95954527
31,12.22596591,0.397207276,111.1431062
77,21.03196536,1.86728813,275.3886734
27,9.235845656,2.963209488,93.35175941
77,25.58343965,3.870991902,276.0838978
95,25.54636769,1.963490079,333.3682547
48,25.37723103,3.997027881,172.8854592
14,4.643175727,0.637375788,53.97461493
24,4.014313143,1.258968767,91.49656896
65,23.29031005,7.389827731,229.1969742
35,9.531452188,0.103503553,125.3393415
86,24.29320314,8.041212299,306.6065875
48,14.41875328,3.117413536,170.2833159
59,19.34086431,1.602340512,210.5717703
88,26.30065656,4.204039947,314.1805472
78,23.32245121,3.866739527,280.8316239
79,31.05740864,3.806952761,286.677508
22,1.060644401,1.093882341,73.09318596
46,17.61333015,3.480429694,160.6150905
83,23.77898268,2.930681192,295.4915271
26,12.10537618,4.007434704,94.00245512
34,2.089999917,0.217752116,123.1219261
50,3.497200302,3.337071447,174.7450326
79,19.15584406,0.014711851,281.5928898
75,25.27194402,7.717105296,267.8036097
32,13.45746031,0.91765612,116.7838444
29,9.487993613,0.250432849,105.7767079
96,36.72307745,3.950392592,343.0877465
74,27.96329539,2.837584957,258.3754265
49,20.26585723,3.446132597,171.8566675
34,16.85678293,3.886005263,118.9163836
37,12.22871601,1.749290106,129.0148388
37,8.823525102,3.405839489,132.5496146
59,15.29205006,3.340436207,208.2744516
48,14.11561705,3.328378357,175.5461581
80,24.55463481,4.832325799,285.5962329
28,5.313706473,2.473598787,91.49752891
64,25.52828252,3.140870036,226.276965
50,21.17480421,4.486404533,180.3195365
46,18.54842127,2.45558294,164.7562034
86,24.78624404,6.349962293,309.2043274
69,29.59440206,8.243715012,246.091519
85,29.50102223,2.518222112,300.5584458
52,9.837592493,2.080182174,183.7118744
54,17.44304527,5.549219531,191.0034733
17,2.249203812,0.395150251,61.86530832
93,26.50281649,3.537618612,331.6478588
85,24.48397916,5.918985615,297.0564909
21,1.505943316,2.438904189,73.87341975
88,37.96929695,4.739682162,314.311367
75,29.4842347,7.237783972,268.7997822
38,3.046308751,1.743629417,132.3260378
95,36.36570198,1.944664898,339.115278
46,25.28199938,2.798757505,163.6396214
75,26.07549862,5.143706423,269.4449939
64,10.93089931,3.085375073,225.0640548
35,8.978475946,0.05362699,125.3289243
30,6.122317863,2.606806497,104.5246807
86,27.73800583,5.293540405,307.8933318
79,23.18345295,0.762159967,282.7108546
16,16.92417111,6.447476349,54.65466518
63,22.81607513,4.717042117,228.4241305
78,22.76810931,2.964101681,277.3993307
24,12.79448447,3.973162998,86.22925533
34,14.44535454,1.270283967,124.595707
36,14.75867975,0.807413059,125.0736865
64,17.61714144,5.116676896,228.5424705
79,37.37903665,4.767527236,281.1147925
11,7.228354408,5.250181854,46.52969738
22,5.120816808,2.205299711,74.74160402
46,3.159829936,4.261809686,161.1829547
49,15.44552256,0.062410122,174.556761
39,8.437964502,2.926366891,141.5900868
38,0.857280644,0.218739353,137.697369
23,4.037914202,2.876505548,78.65146156
17,8.482697909,0.946148453,58.92532301
57,17.50937376,3.912910486,204.4533806
24,8.822604644,0.388314589,86.78602638
38,13.97381157,2.937255499,133.3876269
55,13.23675142,0.603918273,199.1316965
84,27.93352343,3.978525877,300.5678307
23,3.424421953,1.254887329,82.71102545
25,21.57160034,0.182594127,89.0932451
61,24.02670153,4.468540014,214.5067384
92,36.2813941,7.693023889,334.2548231
52,14.71875781,5.067918073,184.2832675
42,25.04344301,7.954162784,151.1302268
87,26.26344606,4.66625435,314.0867756
23,3.511058483,1.668667492,82.1296575
16,1.114215614,0.124305507,55.74975786
97,31.59758582,6.09616703,345.6002412
83,22.12318389,4.548473435,301.0213397
32,7.235169671,4.165978174,114.2225515
81,30.51678552,4.253765851,286.3361747
81,35.74400862,8.48557931,290.1991827
32,9.445032076,0.904710414,115.3592435
24,11.04100773,0.581803233,82.90996955
93,28.27465769,2.404138725,328.3217343
52,20.59744192,5.687517289,183.6120012
21,2.027718364,0.54277143,70.90876724
15,7.888210849,3.998362072,53.54400783
62,19.93974943,1.581668395,222.4692477
45,14.76514666,4.973730489,159.8115953
84,29.28103583,4.182346523,300.7539331
12,8.46670897,4.076583625,41.86991628
66,23.16259764,2.051333546,238.3714378
71,21.68478521,4.362889043,253.4613277
30,2.763161925,1.491292036,108.7079901
96,36.13679466,8.724352447,340.7979819
81,36.01062277,9.307983043,291.8702502
61,13.62383917,1.081630027,218.7967423
88,31.2965668,6.268563747,312.2336302
95,25.72170247,3.653918832,338.7265651
32,17.77874558,6.010796578,108.8352652
23,3.159149146,1.838038355,84.46857638
19,11.84308384,1.411744529,63.78917282
99,35.30814816,8.233628806,347.8821393
21,17.72849806,1.316670346,72.79319186
83,22.64766991,1.815303053,294.3729329
34,9.529038854,0.046324514,122.398031
65,21.82868204,3.852364912,226.0680983
42,11.66685228,3.124114188,147.6703206
28,11.74288588,1.545790536,108.6542411
84,23.15883778,6.493394974,301.9796888
74,31.20063184,5.956147638,262.0000087
58,31.49936776,5.37443682,203.0578945
63,21.7928057,0.393588978,223.8418947
46,21.95980933,0.880593234,164.791014
51,24.91648619,4.628289393,180.3746086
42,9.352963721,0.606126647,146.3577853
98,31.2897755,4.623306125,343.9400859
18,10.13781443,3.181971706,66.54840294
72,19.46438929,1.767531142,258.0178365
90,29.94190176,8.348998109,320.7153444
47,13.85470607,3.72361948,167.0873958
11,15.25965583,1.938091205,42.71995548
59,13.0213872,3.264331675,211.0777734
49,15.75874251,1.621958375,173.0991172
51,23.28772776,6.650243242,178.2981283
49,23.08245994,5.745417559,173.7272456
88,25.7813623,5.715407905,313.6573391
49,15.4419208,0.064057634,175.7308268
21,5.092818753,1.400162555,81.00013719
84,33.49221879,9.638966346,297.4868165
13,4.027757616,0.216286524,44.06889906
55,11.31363936,1.457213766,192.8000619
73,18.96636214,4.058402635,260.8904476
47,19.83138083,2.825675852,170.979336
34,16.2792597,5.187613793,119.4727749
98,26.23075658,4.307673455,347.5747397
72,29.40183996,0.883780673,255.2829028
59,28.35102374,6.541167803,210.3998707
88,33.99232228,5.781691282,311.6077516
94,31.21314927,6.894316975,334.3205757
55,13.72729882,3.332910977,201.1568419
23,10.72553038,0.564039183,80.78641866
63,16.10084562,3.055372489,224.1978986
31,7.047015203,4.181179206,107.972791
29,11.53545476,3.91664274,103.8823237
100,38.47062883,5.793620023,358.3505386
21,6.286843929,0.13183582,71.40097342
15,0.388039549,1.104823047,52.03837385
63,13.47689876,3.355966243,226.1354247
43,27.20006849,8.702652377,153.6567212
97,42.33165435,8.486323788,348.3927363
19,9.057538981,1.480035413,69.36480656
100,32.40065311,3.784145331,355.0516262
62,11.56312736,1.926692956,220.6092421
37,7.258206804,4.58201222,131.7305548
88,25.02655962,4.133996812,314.9454726
33,8.177614367,3.447205649,119.4005846
37,5.264623343,2.531732224,130.9591588
66,23.9153958,3.955480444,240.6929268
79,20.55638571,2.57738922,281.2953957
67,27.53356057,10.45392075,242.5873706
43,14.10622944,0.750124734,146.5321116
61,27.24136991,4.250422344,214.4367376
81,30.66125373,7.211115245,291.1435571
17,8.797291422,2.409158219,61.21910758
90,25.22566644,3.061937926,321.0701137
16,5.735731245,2.354334527,58.20951843
68,19.77617983,3.217632434,240.8030093
90,32.72547832,8.829536236,319.4375263
61,22.23934576,8.19479117,214.3964426
32,10.57992982,0.064459595,117.0207161
29,12.99586641,0.270843681,107.4545729
92,31.4612923,1.744870623,330.0147603
82,29.60111386,6.481908539,292.2098585
24,7.47427064,0.440111075,84.23363563
45,18.09700717,0.102153377,160.4351038
81,24.06207496,1.540092049,292.5465306
90,28.16502069,6.91914746,322.2334226
62,27.59890985,3.606600914,218.2020915
43,17.65544444,2.395348967,154.2261706
68,19.13141921,6.834952137,240.226864
20,6.416720778,2.258860613,66.76720286
45,6.359354009,0.7043668,159.7073365
60,15.52766221,2.055274228,210.9051685
17,9.150564563,4.636304292,56.48493055
22,20.34673491,5.491167097,76.96167134
24,4.799850688,0.570028459,90.33315235
56,17.73673383,2.094383195,201.0215385
36,6.101045822,3.262967852,136.9397266
15,3.518069641,2.293790324,55.26128448
44,15.66926662,1.086781261,153.1171757
26,17.83664974,5.109696734,91.75121422
100,37.403986,6.441653552,354.5724021
21,5.417999563,4.626973896,72.73897901
62,26.58627729,4.520665601,222.122981
41,12.50160407,1.247269966,148.4917921
85,36.0777564,11.40362504,304.9706255
88,31.02302738,7.352545034,318.149536
25,5.384656349,0.63199073,83.57435437
14,7.388485707,0.120490397,49.97649711
100,31.35903037,6.512735644,355.5244546
42,7.277728631,0.277136782,146.9372915
54,21.46940881,1.186421596,197.6658547
23,10.05141481,0.156850984,82.3199865
44,12.01934706,4.631654336,160.0522949
46,17.78260917,3.773452773,170.7813251
69,28.00048104,7.370702567,243.0910198
55,19.95572923,5.245123382,197.7353291
40,9.100429136,2.705529895,147.5935729
40,13.9310362,3.935940555,143.1728885
48,16.36000105,3.914305454,166.6182043
70,17.06761498,3.299867282,248.668284
99,24.97844292,2.640894757,355.5253057
72,24.18358539,4.736877628,249.4279628
49,12.07216987,4.381532375,176.8355255
74,26.31231351,5.591730811,264.5447223
17,6.837294843,2.314950178,61.65362493
88,30.24576552,6.376378066,313.2604593
61,26.66674418,3.698028588,215.7972985
13,7.430197108,1.294086175,44.84905295
45,18.80608405,1.052299168,156.5741622
50,9.960473773,0.904872702,179.7250572
33,23.17995162,4.492850796,120.6552943
12,1.228081695,1.523414744,33.50980953
35,13.94233165,1.387046445,123.5529594
60,29.73254005,2.01239532,212.6020547
29,10.37725789,0.061983883,102.7747905
93,37.34778216,8.278557955,333.8742928
58,14.75741985,1.887767552,208.8963401
52,25.30055871,2.365394438,186.342862
26,1.218353879,1.270443869,90.05422241
68,21.07696395,1.240824206,247.3166842
70,22.9508713,5.688322892,251.1300326
74,29.20318144,5.343637998,265.6949003
28,15.73250128,7.952641069,101.2398192
97,34.85516799,8.128920858,349.2786694
61,17.99966763,0.689676121,210.8050442
25,8.466518679,0.64854834,89.25059861
73,15.85081095,3.055215876,262.6417301
29,18.18480338,1.570359462,102.5334308
67,12.84948587,3.413281045,237.559992
89,33.39187931,6.297544404,319.4471722
31,14.30082434,2.954928662,109.7745496
55,10.56917499,2.990738288,194.9974458
97,34.03091596,4.107471029,349.6290275
96,38.34982728,5.625677284,343.7161569
21,6.701206992,0.8861581,73.72119644
75,27.69457686,6.330322063,264.9503875
28,7.46265367,2.487820224,100.2251531
47,15.89286029,2.001411881,167.7246684
95,43.12933167,10.17498349,339.8717323
13,1.311583983,0.91786893,48.23208285
28,12.99050602,3.381622724,98.90352508
99,36.87630184,7.618605058,351.8073281
64,18.66967958,3.045508873,227.315652
70,24.70391519,5.052822575,253.9387745
31,9.847549535,0.553308611,109.5537687
70,24.12286029,1.07874688,252.0882419
96,33.73717368,8.701501372,343.0460478
100,32.38632069,6.903400294,350.8437408
75,20.77119006,1.930360197,268.8629865
98,27.66981156,1.605374723,345.5559312
71,30.93431708,4.066906068,251.1436688
25,10.69837915,1.359456063,87.9565535
30,7.377348336,4.990927845,106.4830485
17,7.759342529,1.962255801,61.87297616
83,37.71626504,4.007700088,293.8381677
20,11.47823414,0.69576991,74.53185747
89,36.06087241,2.325705692,316.5823616
16,13.82810314,0.890157941,54.74192597
20,14.68531892,2.331899828,68.63989903
13,14.52212352,2.823846857,48.8572496
83,28.82671381,5.519575003,292.0895775
47,22.14974584,5.275784898,169.5980174
68,14.02880622,1.276217736,241.2374276
38,7.736680237,2.05960976,137.8130938
77,29.76975537,2.856585742,270.4881539
64,27.02480286,3.399217629,226.7540305
94,16.78014184,2.965429418,334.7867143
34,16.68732493,0.377600773,119.2920553
50,14.95740704,1.952884786,178.3745522
97,32.09708248,6.671544862,340.8415755
65,16.00937858,1.309538333,226.1451265
66,21.83513317,6.269988283,232.6222384
93,36.81227531,3.083608295,331.0288348
55,20.48868764,5.290458667,202.3547575
63,14.58661204,2.221679639,226.0192733
62,18.22598841,6.618429614,219.8899849
51,14.76555949,4.811434198,180.7565911
20,12.30120609,1.12340663,75.22126744
79,19.48177541,2.244635012,277.4437268
83,28.18172312,6.851154679,294.4679527
84,22.32668218,0.165284697,297.0710659
41,14.81924744,6.158927918,145.2317251
78,23.93088014,3.943732847,275.0988049
73,31.3271272,10.26055357,259.8590832
62,30.09534582,8.267241169,220.8539255
97,35.16687525,5.677768967,342.7315272
97,35.73461699,6.814448789,347.6784806
24,9.225854712,3.542555386,90.49426422
43,12.32309593,1.312615046,154.6999619
17,1.161547765,0.126207259,60.62366983
39,16.97491196,5.187082923,144.8229801
35,6.464550157,1.375936383,125.9820861
63,25.44021521,3.473814317,222.9887428
70,20.26713398,5.456285569,247.4390273
18,8.61923361,0.380371928,66.16931358
66,19.70536729,6.268882402,235.4197611
73,33.44696021,5.205860619,260.7418065
75,32.98398494,5.622825529,267.7448033
78,18.1590474,4.246496176,274.0939965
57,17.89151781,4.776428455,203.5732333
69,19.03006896,2.701390218,246.2403062
54,24.36575611,5.020143563,194.5312641
51,13.35489142,6.071647853,180.6283071
90,23.85096981,1.784880296,319.6358643
58,25.10416247,6.380922006,203.6774283
78,24.99209995,4.209574548,277.2413366
42,25.88765729,3.593714636,150.9429499
91,35.43036545,4.872217981,324.8525007
53,12.94363013,1.404957117,187.1575553
65,18.74248941,2.46078708,231.2809731
61,24.66064552,3.371495534,217.4423705
46,15.57567824,3.61510014,168.7156804
53,22.58564193,2.507439565,185.5270333
65,23.57866143,2.856656795,232.5550232
28,15.04649578,4.417364136,97.30120741
26,3.205844812,1.792202945,95.06003466
89,29.19640099,5.766582735,314.8741782
86,28.01877818,4.629252433,303.3890111
27,13.2703404,0.858878019,92.40045362
70,18.78284141,3.505200696,249.5859488
52,19.83234262,1.810460465,188.8523237
58,24.29613986,3.260725855,207.138848
10,2.112089417,2.920708705,32.23703002
22,3.119413491,2.819735385,80.24244109
33,12.12654395,0.210453262,117.4527316
55,16.34726096,1.401877027,193.3989459
59,24.11862064,4.750725408,213.9125352
63,14.02166314,2.265041568,226.1960569
59,24.99656438,7.915971311,206.9934179
54,27.34182453,5.53069564,188.9448767
31,11.16309579,2.308968966,105.850716
42,6.888967892,1.847115421,151.0677477
41,5.526393657,0.482566921,147.427697
10,6.090843306,1.41702401,37.33877488
81,27.93114808,4.88405347,284.7101658
56,20.84734986,4.647692649,202.3921238
91,29.89437658,5.836856118,324.7810603
75,31.43960904,5.03708252,258.3127255
16,1.342911026,2.244921251,55.67769137
50,10.70249963,3.106184502,181.4839824
17,9.736331095,0.598563708,53.74971174
53,17.31799684,3.417844432,185.4875495
45,11.70794329,3.509534146,166.6248154
74,22.67960376,3.535072235,259.9159326
92,25.05226608,7.118749557,333.0185055
64,22.85140519,0.667171404,221.5444894
18,7.022067609,0.289604731,61.84675049
11,6.244162288,0.759346585,42.1961076
42,11.75924833,5.010336123,147.8598054
82,28.87955407,0.832748001,287.8613141
24,6.816992888,3.927796211,90.57296989
28,4.140973909,2.501202365,97.13687326
31,9.9541245,3.674953196,107.2140847
83,32.56646841,5.179906086,295.7818291
100,33.3317102,6.057539518,355.8934821
42,12.81137191,2.234517357,150.5288403
59,16.97645374,4.517268013,208.1119326
31,14.95348305,0.048020677,109.541122
87,27.14848005,1.178327441,308.2334271
32,25.48626583,4.172270036,115.3396212
80,29.3511274,5.061329165,287.8993425
53,15.46760824,3.337645908,191.3995094
81,28.10521,5.05968854,282.7692806
20,8.529031827,4.146156202,76.28530204
74,24.55606412,3.088863718,260.0143108
15,12.09400595,1.192826643,54.9276914
15,13.12882152,2.864042827,51.85463333
82,27.87458605,2.319345751,287.7861637
37,12.70924201,4.63850598,129.6371619
55,14.4918081,3.340074777,195.9514284
22,8.781468479,5.393660696,76.39933461
78,26.46683247,3.613317648,280.4982549
14,1.173467778,1.04234225,54.05961472
13,2.320134594,0.98234869,49.43055198
83,31.67189416,3.754571593,296.6386935
29,19.64763273,0.856130365,105.8301332
33,21.12198513,5.403303971,119.5591274
91,32.53312607,5.651035573,319.9299447
48,26.55069861,6.375071446,173.8700185
74,24.31771749,5.292837316,265.5225104
47,12.13185864,2.877687142,166.7506926
65,16.2577251,3.206348981,231.6574682
43,26.15918496,5.231818374,152.0813142
68,20.31684589,2.650210785,238.7782899
54,17.13626299,3.315389379,190.214326
