color,cut,price,log_price
H,Premium,2763,7.924072324923417
D,Very Good,2763,7.924072324923417
H,Ideal,2763,7.924072324923417
D,Very Good,2764,7.92443418488756
D,Ideal,2764,7.92443418488756
E,Very Good,2765,7.9247959139564355
H,Very Good,2765,7.9247959139564355
E,Premium,2765,7.9247959139564355
F,Very Good,2765,7.9247959139564355
F,Premium,2765,7.9247959139564355
H,Ideal,2765,7.9247959139564355
D,Very Good,2767,7.925518979786926
F,Very Good,2767,7.925518979786926
D,Ideal,2767,7.925518979786926
D,Very Good,2768,7.92588031673756
D,Very Good,2768,7.92588031673756
E,Ideal,2768,7.92588031673756
D,Premium,2768,7.92588031673756
I,Ideal,2769,7.926241523170962
D,Premium,2770,7.926602599181384
F,Very Good,2770,7.926602599181384
D,Ideal,2770,7.926602599181384
F,Ideal,2770,7.926602599181384
D,Ideal,2770,7.926602599181384
H,Very Good,2771,7.9269635448629785
F,Very Good,2771,7.9269635448629785
F,Ideal,2771,7.9269635448629785
H,Very Good,2772,7.927324360309794
F,Very Good,2772,7.927324360309794
F,Ideal,2772,7.927324360309794
D,Ideal,2773,7.927685045615778
D,Premium,2773,7.927685045615778
E,Ideal,2774,7.928045600874777
E,Ideal,2774,7.928045600874777
F,Very Good,2775,7.928406026180535
E,Premium,2776,7.9287663216266955
E,Ideal,2776,7.9287663216266955
E,Ideal,2776,7.9287663216266955
E,Ideal,2776,7.9287663216266955
D,Very Good,2777,7.9291264873067995
F,Premium,2777,7.9291264873067995
F,Very Good,2777,7.9291264873067995
E,Ideal,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Ideal,2777,7.9291264873067995
F,Premium,2777,7.9291264873067995
E,Very Good,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
E,Premium,2777,7.9291264873067995
F,Premium,2777,7.9291264873067995
E,Very Good,2777,7.9291264873067995
F,Ideal,2778,7.9294865233142895
H,Very Good,2779,7.929846429742503
E,Ideal,2779,7.929846429742503
F,Very Good,2780,7.930206206684683
F,Ideal,2780,7.930206206684683
F,Premium,2781,7.930565854233965
H,Ideal,2781,7.930565854233965
H,Ideal,2781,7.930565854233965
H,Very Good,2782,7.930925372483388
D,Very Good,2782,7.930925372483388
E,Premium,2782,7.930925372483388
D,Very Good,2782,7.930925372483388
D,Ideal,2782,7.930925372483388
D,Premium,2782,7.930925372483388
D,Premium,2782,7.930925372483388
F,Premium,2782,7.930925372483388
F,Ideal,2783,7.931284761525891
F,Very Good,2784,7.931644021454311
H,Very Good,2784,7.931644021454311
F,Very Good,2787,7.932721027481948
F,Ideal,2787,7.932721027481948
D,Ideal,2787,7.932721027481948
H,Very Good,2788,7.933079771880415
I,Very Good,2788,7.933079771880415
I,Ideal,2788,7.933079771880415
F,Ideal,2788,7.933079771880415
H,Premium,2788,7.933079771880415
E,Premium,2789,7.933438387627489
E,Premium,2789,7.933438387627489
E,Ideal,2789,7.933438387627489
E,Premium,2789,7.933438387627489
E,Premium,2789,7.933438387627489
H,Premium,2789,7.933438387627489
I,Premium,2790,7.933796874815411
F,Ideal,2790,7.933796874815411
F,Premium,2790,7.933796874815411
F,Premium,2790,7.933796874815411
I,Very Good,2791,7.934155233536322
E,Ideal,2791,7.934155233536322
E,Premium,2792,7.934513463882263
E,Premium,2792,7.934513463882263
E,Ideal,2792,7.934513463882263
F,Premium,2792,7.934513463882263
F,Premium,2792,7.934513463882263
H,Premium,2792,7.934513463882263
F,Ideal,2792,7.934513463882263
E,Very Good,2793,7.934871565945177
I,Ideal,2793,7.934871565945177
H,Ideal,2793,7.934871565945177
E,Very Good,2794,7.935229539816907
E,Very Good,2795,7.9355873855892
I,Premium,2795,7.9355873855892
F,Ideal,2795,7.9355873855892
D,Premium,2795,7.9355873855892
I,Premium,2795,7.9355873855892
H,Premium,2795,7.9355873855892
I,Premium,2795,7.9355873855892
H,Very Good,2797,7.936302693201959
E,Very Good,2797,7.936302693201959
D,Premium,2797,7.936302693201959
D,Premium,2797,7.936302693201959
D,Premium,2797,7.936302693201959
F,Ideal,2797,7.936302693201959
D,Ideal,2797,7.936302693201959
H,Ideal,2797,7.936302693201959
H,Ideal,2797,7.936302693201959
F,Premium,2797,7.936302693201959
H,Very Good,2797,7.936302693201959
I,Ideal,2798,7.936660155225426
E,Very Good,2799,7.937017489515454
F,Ideal,2799,7.937017489515454
D,Ideal,2799,7.937017489515454
E,Premium,2800,7.937374696163295
I,Very Good,2800,7.937374696163295
H,Very Good,2800,7.937374696163295
I,Ideal,2800,7.937374696163295
F,Ideal,2801,7.937731775260109
F,Ideal,2801,7.937731775260109
F,Premium,2801,7.937731775260109
H,Ideal,2801,7.937731775260109
F,Premium,2801,7.937731775260109
F,Premium,2801,7.937731775260109
F,Ideal,2802,7.938088726896952
E,Premium,2802,7.938088726896952
F,Premium,2802,7.938088726896952
F,Very Good,2803,7.938445551164788
E,Very Good,2803,7.938445551164788
E,Ideal,2803,7.938445551164788
F,Premium,2803,7.938445551164788
F,Premium,2803,7.938445551164788
D,Ideal,2803,7.938445551164788
E,Very Good,2804,7.938802248154481
E,Very Good,2804,7.938802248154481
E,Very Good,2804,7.938802248154481
D,Very Good,2804,7.938802248154481
F,Ideal,2804,7.938802248154481
F,Very Good,2804,7.938802248154481
H,Ideal,2804,7.938802248154481
D,Ideal,2804,7.938802248154481
D,Ideal,2804,7.938802248154481
D,Ideal,2804,7.938802248154481
F,Premium,2805,7.9391588179567965
F,Premium,2805,7.9391588179567965
E,Ideal,2805,7.9391588179567965
F,Premium,2805,7.9391588179567965
H,Very Good,2806,7.939515260662406
F,Ideal,2806,7.939515260662406
F,Very Good,2807,7.939871576361883
F,Very Good,2807,7.939871576361883
H,Very Good,2808,7.940227765145702
F,Very Good,2808,7.940227765145702
E,Ideal,2808,7.940227765145702
D,Very Good,2808,7.940227765145702
F,Very Good,2809,7.940583827104244
D,Premium,2809,7.940583827104244
F,Premium,2809,7.940583827104244
F,Very Good,2810,7.940939762327791
F,Very Good,2810,7.940939762327791
D,Ideal,2810,7.940939762327791
F,Very Good,2811,7.941295570906532
D,Very Good,2811,7.941295570906532
F,Very Good,2812,7.941651252930556
F,Very Good,2812,7.941651252930556
I,Premium,554,6.317164686747284
I,Premium,554,6.317164686747284
I,Ideal,554,6.317164686747284
I,Premium,554,6.317164686747284
I,Very Good,554,6.317164686747284
I,Ideal,554,6.317164686747284
H,Premium,554,6.317164686747284
H,Premium,554,6.317164686747284
H,Premium,554,6.317164686747284
H,Very Good,554,6.317164686747284
H,Ideal,554,6.317164686747284
H,Very Good,554,6.317164686747284
H,Ideal,554,6.317164686747284
E,Very Good,555,6.318968113746434
E,Very Good,555,6.318968113746434
F,Very Good,555,6.318968113746434
H,Ideal,555,6.318968113746434
H,Ideal,555,6.318968113746434
I,Ideal,555,6.318968113746434
I,Ideal,555,6.318968113746434
F,Ideal,555,6.318968113746434
E,Very Good,555,6.318968113746434
F,Very Good,556,6.320768294250582
I,Ideal,556,6.320768294250582
E,Ideal,556,6.320768294250582
F,Very Good,2812,7.941651252930556
F,Very Good,2812,7.941651252930556
D,Ideal,2812,7.941651252930556
E,Premium,2812,7.941651252930556
F,Ideal,2812,7.941651252930556
E,Very Good,2813,7.9420068084898565
E,Premium,2814,7.942362237674335
E,Ideal,2814,7.942362237674335
E,Premium,2814,7.942362237674335
D,Very Good,2815,7.942717540573791
F,Very Good,2815,7.942717540573791
H,Ideal,2815,7.942717540573791
H,Ideal,2815,7.942717540573791
H,Ideal,2815,7.942717540573791
H,Ideal,2815,7.942717540573791
H,Premium,2815,7.942717540573791
E,Premium,2815,7.942717540573791
I,Very Good,2816,7.943072717277933
F,Premium,2816,7.943072717277933
H,Ideal,2816,7.943072717277933
H,Ideal,2816,7.943072717277933
E,Premium,2817,7.943427767876373
I,Ideal,2817,7.943427767876373
E,Ideal,2817,7.943427767876373
E,Premium,2817,7.943427767876373
F,Ideal,2817,7.943427767876373
E,Premium,2817,7.943427767876373
E,Premium,2817,7.943427767876373
E,Ideal,2817,7.943427767876373
E,Premium,2817,7.943427767876373
E,Premium,2818,7.943782692458625
E,Premium,2818,7.943782692458625
E,Premium,2818,7.943782692458625
H,Premium,2818,7.943782692458625
F,Premium,2818,7.943782692458625
H,Ideal,2818,7.943782692458625
E,Ideal,2818,7.943782692458625
E,Premium,2818,7.943782692458625
F,Premium,2818,7.943782692458625
E,Premium,2818,7.943782692458625
H,Ideal,2819,7.9441374911141125
E,Ideal,2821,7.944846711001996
E,Premium,2821,7.944846711001996
E,Ideal,2821,7.944846711001996
E,Premium,2821,7.944846711001996
E,Premium,2821,7.944846711001996
E,Premium,2821,7.944846711001996
D,Premium,2821,7.944846711001996
E,Very Good,2821,7.944846711001996
E,Premium,2822,7.945201132412759
E,Premium,2822,7.945201132412759
E,Premium,2822,7.945201132412759
E,Premium,2822,7.945201132412759
E,Premium,2822,7.945201132412759
F,Ideal,2822,7.945201132412759
I,Ideal,2822,7.945201132412759
F,Ideal,2822,7.945201132412759
D,Premium,2822,7.945201132412759
D,Premium,2822,7.945201132412759
D,Premium,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
E,Premium,2822,7.945201132412759
E,Premium,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
E,Premium,2822,7.945201132412759
F,Premium,2822,7.945201132412759
D,Ideal,2822,7.945201132412759
D,Very Good,2823,7.945555428253489
E,Premium,2823,7.945555428253489
E,Ideal,2823,7.945555428253489
E,Ideal,2823,7.945555428253489
D,Premium,2824,7.945909598613133
I,Ideal,2824,7.945909598613133
F,Ideal,2824,7.945909598613133
E,Premium,2824,7.945909598613133
H,Premium,2825,7.946263643580541
H,Premium,2825,7.946263643580541
E,Premium,2826,7.946617563244473
I,Premium,2826,7.946617563244473
E,Premium,2826,7.946617563244473
D,Very Good,2826,7.946617563244473
E,Premium,2826,7.946617563244473
I,Very Good,2826,7.946617563244473
F,Premium,2826,7.946617563244473
F,Ideal,2826,7.946617563244473
D,Very Good,2827,7.946971357693591
H,Premium,2827,7.946971357693591
H,Ideal,2827,7.946971357693591
H,Ideal,2827,7.946971357693591
D,Ideal,2828,7.947325027016463
H,Premium,2828,7.947325027016463
F,Premium,2829,7.947678571301568
E,Ideal,2829,7.947678571301568
F,Ideal,2829,7.947678571301568
E,Premium,2829,7.947678571301568
E,Premium,2829,7.947678571301568
E,Very Good,2830,7.948031990637284
H,Very Good,2830,7.948031990637284
F,Ideal,2830,7.948031990637284
F,Ideal,2830,7.948031990637284
F,Ideal,2830,7.948031990637284
I,Ideal,2830,7.948031990637284
E,Very Good,2831,7.9483852851118995
E,Ideal,2831,7.9483852851118995
E,Ideal,2831,7.9483852851118995
E,Premium,2831,7.9483852851118995
F,Very Good,2832,7.94873845481361
I,Very Good,2832,7.94873845481361
H,Ideal,2832,7.94873845481361
F,Premium,2832,7.94873845481361
I,Very Good,2833,7.949091499830517
E,Very Good,2833,7.949091499830517
D,Very Good,2833,7.949091499830517
D,Ideal,2833,7.949091499830517
F,Ideal,2833,7.949091499830517
H,Ideal,2833,7.949091499830517
F,Ideal,2833,7.949091499830517
H,Ideal,2834,7.949444420250626
D,Very Good,2834,7.949444420250626
F,Ideal,2834,7.949444420250626
I,Ideal,2834,7.949444420250626
E,Ideal,2834,7.949444420250626
F,Ideal,2835,7.949797216161852
F,Ideal,2835,7.949797216161852
E,Ideal,2835,7.949797216161852
E,Ideal,2835,7.949797216161852
E,Ideal,2835,7.949797216161852
F,Premium,2835,7.949797216161852
H,Very Good,2836,7.950149887652018
E,Premium,2837,7.950502434808851
E,Ideal,2837,7.950502434808851
F,Ideal,2838,7.950854857719988
H,Very Good,2838,7.950854857719988
F,Premium,2838,7.950854857719988
F,Premium,2838,7.950854857719988
F,Premium,2838,7.950854857719988
F,Premium,2838,7.950854857719988
E,Very Good,2838,7.950854857719988
F,Premium,2838,7.950854857719988
F,Premium,2838,7.950854857719988
E,Very Good,2839,7.951207156472972
F,Ideal,2839,7.951207156472972
F,Ideal,2839,7.951207156472972
F,Ideal,2839,7.951207156472972
F,Premium,2839,7.951207156472972
F,Premium,2839,7.951207156472972
F,Premium,2839,7.951207156472972
F,Ideal,2839,7.951207156472972
E,Ideal,2839,7.951207156472972
F,Premium,2839,7.951207156472972
F,Premium,2839,7.951207156472972
H,Very Good,2840,7.951559331155252
F,Very Good,2840,7.951559331155252
F,Ideal,2840,7.951559331155252
F,Premium,2840,7.951559331155252
D,Ideal,2840,7.951559331155252
F,Premium,2840,7.951559331155252
H,Premium,2840,7.951559331155252
F,Premium,2841,7.951911381854188
D,Very Good,2841,7.951911381854188
D,Very Good,2841,7.951911381854188
F,Ideal,2841,7.951911381854188
F,Ideal,2841,7.951911381854188
F,Very Good,2841,7.951911381854188
F,Ideal,2841,7.951911381854188
F,Premium,2841,7.951911381854188
D,Ideal,2841,7.951911381854188
F,Premium,2841,7.951911381854188
I,Ideal,2842,7.952263308657046
F,Premium,2842,7.952263308657046
E,Very Good,2843,7.952615111651
E,Very Good,2843,7.952615111651
E,Very Good,2843,7.952615111651
F,Very Good,2843,7.952615111651
D,Very Good,2843,7.952615111651
F,Very Good,2843,7.952615111651
E,Ideal,2843,7.952615111651
F,Ideal,2843,7.952615111651
E,Very Good,2844,7.952966790923131
E,Very Good,2844,7.952966790923131
I,Ideal,2844,7.952966790923131
H,Ideal,2844,7.952966790923131
E,Very Good,2845,7.953318346560431
E,Very Good,2845,7.953318346560431
H,Premium,2845,7.953318346560431
D,Ideal,2846,7.953669778649798
F,Very Good,2846,7.953669778649798
H,Ideal,2846,7.953669778649798
E,Ideal,2846,7.953669778649798
E,Ideal,2846,7.953669778649798
E,Premium,2846,7.953669778649798
H,Very Good,2847,7.954021087278037
E,Ideal,2847,7.954021087278037
D,Premium,2847,7.954021087278037
D,Ideal,2848,7.954372272531867
E,Very Good,2849,7.954723334497908
E,Very Good,2850,7.955074273262696
F,Ideal,2850,7.955074273262696
H,Very Good,2850,7.955074273262696
F,Very Good,2851,7.955425088912672
D,Ideal,2851,7.955425088912672
F,Very Good,2851,7.955425088912672
H,Premium,2851,7.955425088912672
F,Ideal,2851,7.955425088912672
E,Very Good,2852,7.955775781534187
I,Ideal,2852,7.955775781534187
E,Ideal,2852,7.955775781534187
I,Very Good,2852,7.955775781534187
F,Premium,2853,7.9561263512135
D,Ideal,2853,7.9561263512135
D,Premium,2853,7.9561263512135
E,Premium,2853,7.9561263512135
I,Premium,2853,7.9561263512135
H,Very Good,2854,7.956476798036782
E,Very Good,2854,7.956476798036782
H,Premium,2854,7.956476798036782
E,Premium,2854,7.956476798036782
E,Premium,2854,7.956476798036782
F,Premium,2854,7.956476798036782
F,Very Good,2855,7.956827122090111
D,Premium,2855,7.956827122090111
H,Ideal,2856,7.957177323459475
F,Ideal,2856,7.957177323459475
F,Ideal,2856,7.957177323459475
E,Ideal,556,6.320768294250582
E,Ideal,556,6.320768294250582
H,Ideal,556,6.320768294250582
E,Ideal,556,6.320768294250582
I,Ideal,557,6.322565239927284
I,Ideal,557,6.322565239927284
I,Ideal,557,6.322565239927284
I,Ideal,557,6.322565239927284
I,Ideal,557,6.322565239927284
I,Ideal,557,6.322565239927284
H,Ideal,557,6.322565239927284
H,Ideal,557,6.322565239927284
F,Premium,557,6.322565239927284
F,Premium,557,6.322565239927284
I,Ideal,557,6.322565239927284
I,Premium,557,6.322565239927284
F,Premium,2856,7.957177323459475
F,Premium,2856,7.957177323459475
E,Ideal,2857,7.957527402230773
I,Premium,2857,7.957527402230773
E,Premium,2857,7.957527402230773
F,Very Good,2858,7.957877358489813
F,Very Good,2858,7.957877358489813
E,Premium,2858,7.957877358489813
E,Premium,2858,7.957877358489813
E,Premium,2858,7.957877358489813
E,Very Good,2858,7.957877358489813
E,Ideal,2858,7.957877358489813
D,Ideal,2858,7.957877358489813
D,Premium,2858,7.957877358489813
D,Ideal,2859,7.958227192322312
D,Premium,2859,7.958227192322312
F,Premium,2859,7.958227192322312
D,Premium,2859,7.958227192322312
E,Premium,2859,7.958227192322312
F,Very Good,2860,7.958576903813898
E,Ideal,2860,7.958576903813898
D,Premium,2860,7.958576903813898
F,Ideal,2860,7.958576903813898
D,Premium,2861,7.95892649305011
I,Premium,2861,7.95892649305011
E,Premium,2861,7.95892649305011
D,Premium,2861,7.95892649305011
D,Very Good,2862,7.959275960116396
F,Very Good,2862,7.959275960116396
D,Very Good,2862,7.959275960116396
F,Premium,2862,7.959275960116396
F,Very Good,2862,7.959275960116396
H,Ideal,2862,7.959275960116396
E,Very Good,2862,7.959275960116396
H,Premium,2862,7.959275960116396
E,Premium,2862,7.959275960116396
E,Premium,2862,7.959275960116396
E,Premium,2862,7.959275960116396
D,Ideal,2863,7.959625305098115
F,Premium,2863,7.959625305098115
D,Premium,2863,7.959625305098115
D,Premium,2863,7.959625305098115
D,Premium,2863,7.959625305098115
D,Ideal,2863,7.959625305098115
D,Premium,2863,7.959625305098115
D,Premium,2863,7.959625305098115
H,Premium,2863,7.959625305098115
E,Premium,2863,7.959625305098115
F,Ideal,2863,7.959625305098115
E,Premium,2863,7.959625305098115
E,Ideal,2863,7.959625305098115
E,Ideal,2864,7.9599745280805365
I,Very Good,2865,7.9603236291488395
D,Premium,2865,7.9603236291488395
D,Very Good,2866,7.960672608388117
D,Very Good,2866,7.960672608388117
E,Ideal,2866,7.960672608388117
H,Ideal,2866,7.960672608388117
I,Premium,2866,7.960672608388117
H,Very Good,2867,7.96102146588337
D,Ideal,2867,7.96102146588337
H,Ideal,2867,7.96102146588337
H,Premium,2867,7.96102146588337
F,Premium,2867,7.96102146588337
F,Ideal,2867,7.96102146588337
F,Ideal,2867,7.96102146588337
F,Ideal,2867,7.96102146588337
F,Ideal,2867,7.96102146588337
F,Premium,2867,7.96102146588337
I,Ideal,2868,7.961370201719511
E,Premium,2868,7.961370201719511
E,Very Good,2868,7.961370201719511
D,Premium,2869,7.9617188159813645
E,Ideal,2869,7.9617188159813645
H,Ideal,2869,7.9617188159813645
F,Premium,2870,7.962067308753666
E,Ideal,2870,7.962067308753666
E,Premium,2870,7.962067308753666
H,Ideal,2870,7.962067308753666
F,Ideal,2870,7.962067308753666
H,Ideal,2870,7.962067308753666
E,Premium,2870,7.962067308753666
I,Premium,2870,7.962067308753666
E,Very Good,2871,7.962415680121064
I,Ideal,2871,7.962415680121064
D,Very Good,2872,7.962763930168115
I,Ideal,2872,7.962763930168115
D,Ideal,2872,7.962763930168115
D,Ideal,2872,7.962763930168115
D,Ideal,2872,7.962763930168115
D,Very Good,2872,7.962763930168115
E,Very Good,2872,7.962763930168115
E,Ideal,2872,7.962763930168115
F,Very Good,2873,7.96311205897929
E,Very Good,2873,7.96311205897929
E,Ideal,2873,7.96311205897929
I,Ideal,2873,7.96311205897929
F,Premium,2874,7.96346006663897
D,Premium,2874,7.96346006663897
F,Premium,2874,7.96346006663897
F,Premium,2874,7.96346006663897
F,Ideal,2874,7.96346006663897
F,Ideal,2874,7.96346006663897
F,Ideal,2874,7.96346006663897
H,Ideal,2875,7.963807953231451
E,Premium,2876,7.964155718840937
E,Premium,2876,7.964155718840937
H,Very Good,2877,7.964503363551548
E,Ideal,2877,7.964503363551548
F,Very Good,2878,7.964850887447313
F,Very Good,2878,7.964850887447313
D,Very Good,2878,7.964850887447313
I,Ideal,2878,7.964850887447313
F,Ideal,2878,7.964850887447313
F,Very Good,2879,7.965198290612176
E,Premium,2879,7.965198290612176
F,Premium,2879,7.965198290612176
F,Premium,2879,7.965198290612176
F,Ideal,2879,7.965198290612176
D,Very Good,2880,7.965545573129992
H,Ideal,2881,7.9658927350845286
E,Very Good,2881,7.9658927350845286
H,Premium,2881,7.9658927350845286
H,Very Good,2882,7.966239776559467
F,Ideal,2882,7.966239776559467
F,Premium,2882,7.966239776559467
F,Premium,2882,7.966239776559467
D,Ideal,2883,7.9665866976384025
F,Very Good,2885,7.9672801789422
I,Premium,2885,7.9672801789422
D,Ideal,2885,7.9672801789422
E,Ideal,2886,7.9676267393338165
E,Ideal,2886,7.9676267393338165
D,Very Good,2887,7.967973179662935
E,Premium,2887,7.967973179662935
I,Ideal,2888,7.968319500012717
E,Very Good,2889,7.968665700466235
F,Very Good,2889,7.968665700466235
F,Very Good,2889,7.968665700466235
E,Ideal,2889,7.968665700466235
E,Ideal,2889,7.968665700466235
F,Ideal,2889,7.968665700466235
F,Premium,2889,7.968665700466235
E,Premium,2889,7.968665700466235
F,Ideal,2890,7.969011781106478
F,Ideal,2890,7.969011781106478
F,Premium,2890,7.969011781106478
E,Very Good,2891,7.969357742016346
F,Ideal,2891,7.969357742016346
E,Ideal,2891,7.969357742016346
E,Ideal,2891,7.969357742016346
D,Ideal,2891,7.969357742016346
H,Ideal,2892,7.969703583278656
F,Very Good,2893,7.970049304976135
F,Ideal,2893,7.970049304976135
H,Very Good,2893,7.970049304976135
E,Very Good,2894,7.970394907191429
F,Ideal,2894,7.970394907191429
F,Very Good,2895,7.970740390007095
F,Ideal,2896,7.971085753505607
D,Ideal,2896,7.971085753505607
E,Ideal,2896,7.971085753505607
D,Ideal,2896,7.971085753505607
E,Premium,2896,7.971085753505607
I,Very Good,2896,7.971085753505607
I,Ideal,2896,7.971085753505607
D,Very Good,2897,7.9714309977693505
E,Premium,2897,7.9714309977693505
D,Ideal,2897,7.9714309977693505
E,Ideal,2897,7.9714309977693505
D,Premium,2897,7.9714309977693505
D,Ideal,2898,7.971776122880628
D,Ideal,2898,7.971776122880628
F,Very Good,2900,7.9724660159745655
D,Premium,2900,7.9724660159745655
F,Premium,2901,7.972810784121404
E,Ideal,2901,7.972810784121404
E,Premium,2901,7.972810784121404
E,Ideal,2901,7.972810784121404
E,Premium,2902,7.973155433444133
E,Ideal,2902,7.973155433444133
E,Premium,2902,7.973155433444133
D,Premium,2903,7.97349996402463
D,Ideal,2903,7.97349996402463
D,Ideal,2903,7.97349996402463
D,Premium,2903,7.97349996402463
E,Premium,2903,7.97349996402463
F,Very Good,2904,7.973844375944687
D,Very Good,2904,7.973844375944687
E,Very Good,2904,7.973844375944687
E,Ideal,2904,7.973844375944687
I,Very Good,2905,7.974188669286011
D,Ideal,2905,7.974188669286011
D,Very Good,2906,7.974532844130228
I,Ideal,2906,7.974532844130228
E,Ideal,2907,7.9748769005588755
E,Ideal,2907,7.9748769005588755
E,Ideal,2907,7.9748769005588755
H,Ideal,2907,7.9748769005588755
F,Ideal,2907,7.9748769005588755
F,Ideal,2907,7.9748769005588755
E,Ideal,2907,7.9748769005588755
H,Ideal,558,6.324358962381311
D,Ideal,558,6.324358962381311
F,Premium,558,6.324358962381311
E,Premium,558,6.324358962381311
E,Premium,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Very Good,558,6.324358962381311
I,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
E,Ideal,558,6.324358962381311
E,Ideal,558,6.324358962381311
E,Ideal,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Ideal,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Premium,558,6.324358962381311
I,Very Good,558,6.324358962381311
I,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
H,Premium,558,6.324358962381311
H,Ideal,558,6.324358962381311
E,Premium,558,6.324358962381311
H,Very Good,2908,7.97522083865341
I,Ideal,2908,7.97522083865341
D,Premium,2909,7.975564658495202
D,Premium,2909,7.975564658495202
H,Ideal,2909,7.975564658495202
H,Ideal,2909,7.975564658495202
I,Ideal,2909,7.975564658495202
D,Very Good,2910,7.975908360165538
I,Premium,2911,7.976251943745623
E,Ideal,2911,7.976251943745623
E,Premium,2912,7.976595409316577
D,Very Good,2913,7.976938756959434
D,Premium,2913,7.976938756959434
D,Premium,2913,7.976938756959434
D,Very Good,2913,7.976938756959434
D,Ideal,2913,7.976938756959434
D,Premium,2913,7.976938756959434
I,Premium,2913,7.976938756959434
E,Premium,2913,7.976938756959434
F,Very Good,2914,7.97728198675515
E,Ideal,2914,7.97728198675515
I,Very Good,2915,7.977625098784593
F,Ideal,2915,7.977625098784593
H,Very Good,2916,7.977968093128549
I,Ideal,2917,7.978310969867722
F,Premium,2917,7.978310969867722
E,Ideal,2917,7.978310969867722
F,Ideal,2917,7.978310969867722
F,Very Good,2918,7.978653729082731
H,Very Good,2918,7.978653729082731
H,Ideal,2918,7.978653729082731
I,Ideal,2918,7.978653729082731
D,Very Good,2918,7.978653729082731
H,Very Good,2919,7.978996370854115
H,Ideal,2919,7.978996370854115
E,Premium,2920,7.979338895262328
F,Ideal,2920,7.979338895262328
F,Premium,2920,7.979338895262328
